#{"t_start": 1781623713.551399, "env_id": "LunarLanderContinuous-v3"}
r,l,t
-15.23533,123,961.227942
223.934227,224,962.898862
-5.14959,133,963.040725
215.131658,287,963.330915
223.111997,236,963.572598
25.485109,215,963.798846
237.038558,799,964.575627
236.92179,287,964.862204
244.536409,265,967.769151
205.94836,232,968.019977
210.993299,377,968.433632
240.172518,357,968.819726
9.728292,215,969.035851
224.160092,214,969.267983
216.898145,255,969.575961
122.904112,1000,971.735487
193.260446,296,972.026733
212.025814,257,972.287059
237.594794,242,972.550306
248.077102,235,972.782543
245.18821,268,974.078223
238.707513,288,974.376294
197.80267,351,974.71759
143.20625,1000,975.76591
207.041405,283,976.037733
222.651827,216,977.341362
7.841031,187,977.528614
235.692236,281,977.841551
188.805614,244,978.100558
237.471801,400,978.540148
238.142274,288,978.821663
203.730374,264,979.084875
250.034928,252,980.428473
275.116218,238,980.688687
257.231912,229,980.922102
220.71133,246,981.179726
251.210582,311,981.503715
212.333973,977,985.1706
225.791627,229,985.41624
260.578304,316,985.76932
4.414688,186,985.956033
9.853102,198,986.14356
219.617654,244,986.380222
188.483402,274,986.657683
3.843805,184,986.855931
138.181568,1000,988.921518
5.386307,159,989.07426
233.921358,268,989.359672
22.230193,214,989.593066
231.432861,423,990.031394
242.093579,273,990.308743
242.50181,249,991.668835
220.386678,228,991.901986
-19.620635,204,992.121505
269.672785,288,992.415905
254.416445,232,992.64851
221.429456,243,992.888054
139.02168,1000,994.975449
226.944832,248,995.248805
126.088908,1000,996.310883
216.449946,300,996.616184
223.13317,490,998.178632
-3.417463,172,998.365258
215.320518,283,998.675923
178.705715,362,999.043022
229.582849,263,999.301474
271.226381,248,999.554302
245.249632,207,1001.224578
277.212186,273,1002.610835
231.975959,280,1002.899487
225.849984,457,1003.368557
224.037611,248,1003.629308
203.243656,285,1003.919777
213.230539,315,1004.23626
217.722164,267,1004.504541
134.229989,1000,1006.497844
243.893929,268,1006.767182
253.905702,243,1007.002375
257.554999,258,1007.341611
141.341075,1000,1010.022456
261.194868,234,1010.355599
106.197587,1000,1011.814281
-8.219123,163,1012.062351
251.552509,279,1013.88659
249.637641,228,1014.210117
238.503527,294,1014.59647
240.132531,249,1014.951987
211.050971,224,1015.289539
213.833632,275,1015.724837
17.928984,194,1016.02858
118.30457,1000,1018.804958
271.017136,225,1019.107529
250.400072,320,1019.569279
251.604381,304,1022.081084
236.714469,235,1022.439415
175.951948,363,1023.011645
230.39051,289,1024.80499
33.339732,201,1025.034826
236.688899,761,1025.953247
209.389812,262,1026.311994
236.742899,255,1026.675205
44.7558,171,1026.909057
239.100614,260,1028.664422
35.562616,191,1028.901709
239.779855,238,1029.224156
186.663558,336,1029.658855
-0.746148,213,1029.924472
140.606597,1000,1032.620257
121.510312,1000,1033.64244
137.486555,1000,1035.840148
235.834852,281,1036.133095
-13.70903,220,1036.362988
262.344094,303,1036.687765
240.874063,408,1037.112573
-11.132253,208,1037.341993
220.766637,252,1037.59038
175.130455,507,1039.163791
280.571451,245,1039.424071
213.092443,280,1039.734916
202.602783,307,1040.037367
42.208959,197,1041.929659
257.503124,269,1042.260469
16.204157,297,1042.604733
223.604892,323,1044.413018
222.245457,235,1044.684233
208.430943,297,1044.996382
202.187581,252,1045.244475
217.50829,301,1045.553124
229.20035,259,1045.831465
266.285407,222,1046.0629
213.705717,300,1046.391532
222.275228,273,1047.692499
246.224654,399,1048.097734
191.259165,307,1048.394152
242.85326,320,1048.711248
219.738502,253,1048.976754
142.677165,1000,1051.045593
8.363506,192,1051.257703
230.111053,253,1051.504783
245.880718,238,1051.737155
216.511219,297,1052.044508
21.526191,177,1052.220187
217.52143,234,1052.456674
253.223413,249,1052.715261
264.519819,223,1053.916116
237.115672,240,1054.171035
241.134991,219,1054.385709
20.355969,184,1054.593525
211.419435,254,1054.884509
216.874564,259,1055.156307
204.776221,289,1055.454866
137.085401,1000,1057.493906
116.078365,1000,1060.732432
191.974654,329,1061.211118
262.464889,255,1063.020829
247.969338,232,1063.34704
266.759206,267,1063.653485
136.144112,1000,1064.827178
22.455023,184,1065.046326
238.119035,241,1065.339481
217.678775,257,1066.701223
203.933777,298,1067.02437
222.485138,270,1067.301549
40.916176,219,1067.522605
249.748654,260,1067.785043
251.590973,273,1068.043682
249.018151,253,1068.315703
206.21213,308,1069.657661
233.933001,327,1069.984964
-8.652055,178,1070.200856
21.517866,205,1070.437496
232.049605,242,1070.707108
206.434427,260,1070.979905
117.810145,1000,1073.041055
219.468109,307,1073.363479
259.323002,261,1073.610224
214.026954,232,1073.829361
209.186122,288,1074.137558
269.459869,230,1074.391996
43.476296,177,1074.595848
218.877882,289,1074.912489
144.435654,1000,1078.463068
126.293046,1000,1079.656556
214.276507,299,1080.992342
230.981004,238,1081.259209
264.862783,246,1081.52507
263.637833,215,1081.738941
245.288422,266,1081.994734
261.163876,238,1082.242083
224.661486,294,1082.520765
-5.718261,150,1082.662637
234.614716,285,1083.968102
205.936207,279,1084.235015
108.066976,1000,1085.28983
256.588875,234,1085.559538
227.372657,225,1085.819806
117.552664,1000,1087.888003
238.262787,258,1088.152359
42.665548,197,1088.369273
200.834675,336,1088.70698
224.247131,290,1089.017836
254.344063,240,1090.330017
226.73741,269,1090.594857
237.997608,281,1090.903125
223.506541,307,1091.212402
219.678511,374,1091.564537
247.285608,329,1091.897669
253.871697,257,1092.162863
271.57572,270,1093.495541
233.117821,293,1093.812066
233.715693,238,1095.979427
237.666132,248,1096.264633
224.574767,253,1096.581792
218.265729,329,1096.986351
235.934592,301,1097.358613
207.062499,329,1098.779879
234.464556,295,1099.072045
102.094665,1000,1100.151012
36.542157,154,1100.308693
197.737065,281,1100.629927
248.286254,271,1100.941373
219.429995,313,1102.28882
139.621794,1000,1103.322739
183.676997,433,1103.760922
141.131575,1000,1105.871141
-29.856787,203,1106.085585
126.951031,1000,1107.160306
255.075958,276,1108.495142
230.100952,313,1108.846344
220.149183,359,1109.227066
216.47544,293,1109.540278
251.190348,586,1110.199584
228.274423,260,1110.496658
29.4885,127,1111.65835
265.87169,300,1113.669077
223.697962,243,1113.934521
242.822162,225,1114.182448
-14.196046,162,1114.360108
260.630308,319,1114.742876
248.267656,256,1114.996325
260.468694,259,1115.254223
11.699245,204,1115.486987
4.305703,222,1116.882317
204.519683,324,1117.165503
214.976356,325,1117.460658
245.599974,249,1117.6803
244.613026,255,1117.920378
236.312848,473,1118.382121
34.099137,219,1118.592305
230.696115,234,1119.809347
230.227411,262,1120.080513
263.195012,321,1120.381694
207.391378,305,1120.67153
223.772213,263,1120.931891
202.935718,285,1121.236644
-12.624485,222,1121.451749
14.401719,215,1122.655907
221.479013,232,1122.893355
234.251423,260,1123.168074
17.225505,254,1123.42063
233.634613,251,1123.679455
222.004719,191,1123.876912
37.197809,151,1124.022181
137.307907,1000,1126.165641
245.042088,184,1126.379737
29.592382,190,1126.590167
27.244663,136,1126.74142
141.332112,1000,1127.785892
260.043273,261,1130.812162
266.180103,223,1131.02552
10.358491,277,1131.286945
224.633679,390,1131.663261
271.458144,287,1131.933309
229.164341,254,1132.173661
2.358429,209,1132.38097
229.980642,240,1132.61068
243.197676,256,1133.962964
267.948492,316,1134.305453
250.894809,228,1134.543428
207.831051,285,1134.837803
-0.068318,217,1135.061216
109.580564,1000,1137.146188
14.526291,218,1137.369292
0.330308,178,1137.548825
208.547173,208,1137.75301
219.339352,252,1138.00684
206.271101,318,1138.35071
-40.976555,208,1138.564691
207.070878,315,1138.860905
230.381862,212,1139.063863
263.212589,265,1140.386726
246.581107,270,1140.650291
224.096361,298,1140.943588
226.503083,222,1141.15947
151.406005,1000,1142.201265
12.622112,158,1143.379493
256.49374,255,1143.626036
-42.408113,204,1143.843994
245.806575,238,1144.082525
250.372272,423,1144.52457
-11.186485,215,1144.769764
26.731501,158,1144.939986
236.959049,247,1146.748781
206.766698,659,1148.516895
268.67554,241,1148.762814
5.959061,143,1148.904763
2.686685,196,1149.099062
229.525448,235,1149.329442
223.141666,279,1149.599708
204.106583,226,1149.848522
-46.649671,211,1150.072258
249.298088,249,1151.58409
234.976485,387,1152.062446
218.541462,324,1152.449025
-17.80202,181,1152.682516
260.538216,556,1153.338925
-2.838178,205,1153.578226
215.951418,223,1154.998583
107.413596,700,1155.656346
250.604601,430,1156.051874
235.592153,279,1156.315044
246.580615,342,1156.662449
-40.954292,195,1156.841901
230.755519,224,1158.1212
257.449875,227,1158.374412
231.254137,271,1158.646843
180.085184,395,1159.048371
237.454101,239,1159.286961
126.696621,1000,1161.501716
207.368177,287,1161.801819
237.685894,292,1162.106333
-26.804108,202,1162.308837
225.323468,364,1162.682139
243.423633,295,1165.39754
226.276487,334,1165.749082
220.819585,232,1167.053484
218.660501,385,1167.440871
227.272935,209,1167.658093
227.854446,287,1167.93734
204.933303,368,1168.302223
193.728713,372,1168.676296
210.082636,344,1170.094126
18.944507,193,1170.288704
182.973752,348,1170.63198
176.616297,356,1170.980649
243.44269,275,1171.256919
5.093836,207,1171.466003
204.027718,280,1171.752404
128.977927,1000,1173.860323
225.482378,385,1174.236893
109.885695,1000,1176.301017
265.977095,285,1176.580944
259.18844,261,1176.839356
241.490393,259,1177.091384
267.795384,240,1177.340662
-36.618857,171,1177.509527
4.779048,243,1177.757356
216.219026,634,1179.433869
224.015564,321,1179.758865
-20.660717,198,1179.955337
252.099878,247,1180.202651
269.637073,229,1180.427689
224.069846,227,1182.527964
-115.876484,353,1182.902267
-23.684466,186,1183.092372
256.006949,345,1184.590843
239.268224,253,1184.858209
210.532384,293,1185.153456
217.14339,215,1185.372473
38.389253,157,1185.527815
11.392618,179,1185.703784
250.657956,220,1185.925723
228.220472,203,1186.130038
133.745764,1000,1188.194956
229.850641,246,1188.439744
110.128327,1000,1189.436366
119.477037,1000,1191.656545
9.788915,154,1191.800357
124.352801,1000,1192.805411
208.437793,230,1194.131038
215.600515,338,1194.482283
259.671364,232,1194.726949
219.522579,366,1195.120618
204.606296,361,1195.500493
18.861206,179,1195.687591
248.635485,271,1195.976551
16.574118,188,1197.262809
235.60476,243,1197.503938
-7.026982,195,1197.70184
178.123511,370,1198.091201
169.009202,406,1200.63286
198.384507,417,1201.069075
238.901847,211,1201.289786
243.931073,229,1202.634592
222.446959,706,1203.391877
242.878618,262,1203.674356
229.762938,254,1203.942903
248.174177,267,1204.223666
248.639666,271,1204.517905
209.070018,298,1205.964457
214.362212,238,1206.214365
227.274498,277,1206.513218
246.479331,258,1206.780089
233.433808,282,1207.097031
224.300072,244,1207.371673
242.242751,353,1207.756561
242.976582,294,1209.258418
210.73107,377,1209.664893
139.302684,1000,1210.778979
227.145166,227,1211.033431
259.863017,278,1211.34633
5.773034,164,1211.524633
259.836731,294,1212.97508
229.324056,479,1213.472287
264.57188,303,1213.779825
224.412526,339,1214.148863
218.258317,345,1214.535892
238.443343,234,1214.79004
238.885942,338,1216.259804
229.600269,264,1216.539794
247.014887,253,1218.372249
225.704848,556,1218.983305
261.807227,293,1219.297707
262.380988,238,1219.565482
217.337257,236,1220.960633
214.378023,303,1221.283145
230.450926,282,1221.585602
12.393618,266,1221.895153
248.012161,369,1222.31774
233.462143,478,1222.813129
188.854463,396,1224.399271
223.329971,279,1224.680811
235.694264,463,1225.137969
143.271971,554,1225.689352
209.445742,278,1225.973203
241.773776,234,1226.221011
10.233293,239,1227.593046
236.796418,557,1228.157658
211.279401,287,1228.450192
113.398191,1000,1229.45994
202.559893,274,1230.858524
200.774115,272,1231.134365
239.480049,228,1231.362999
15.31881,211,1231.576222
244.192486,217,1231.794483
232.585808,220,1232.024804
267.959433,275,1232.321418
201.442264,319,1232.662696
153.61045,437,1234.278772
232.907561,265,1235.971246
245.106262,368,1236.355927
201.120859,335,1236.712833
229.517844,281,1237.015965
258.754643,243,1237.27178
241.20148,276,1238.681106
191.028806,245,1238.942702
30.882179,264,1239.22299
183.87038,274,1239.521431
225.756537,294,1239.835579
18.944327,174,1240.024534
228.038692,242,1240.281136
215.598059,272,1240.571954
240.53266,263,1242.042008
192.666222,389,1242.460005
206.897077,291,1242.778866
229.387933,268,1243.070948
216.20032,249,1243.338428
219.902107,229,1243.590526
232.311826,371,1243.990055
238.877522,281,1245.437732
240.753185,253,1245.709239
231.063832,257,1245.987882
227.618738,249,1246.277171
268.5676,233,1246.551543
253.497271,299,1246.909727
228.126552,239,1247.197493
226.187721,236,1247.454906
220.230911,300,1248.69732
259.549817,314,1248.980395
205.73823,213,1249.174252
275.71601,283,1249.425506
249.978383,230,1249.61973
212.416807,329,1249.917724
195.701354,285,1250.169856
236.943396,271,1250.410176
280.341131,272,1251.779691
250.239697,237,1253.578651
260.458043,265,1253.854668
20.60811,143,1254.005378
277.927908,233,1254.250751
130.642832,1000,1256.480517
-2.625245,196,1256.682222
-6.23067,223,1256.91726
227.573491,214,1257.139386
184.057132,258,1257.421243
-16.649219,184,1257.612211
123.790152,1000,1259.84001
151.792964,398,1260.251129
252.083414,235,1260.49517
-0.590224,232,1260.738366
235.567462,251,1261.006598
154.39914,555,1261.598417
247.420846,637,1263.491251
20.277595,195,1263.705061
125.398885,1000,1264.773628
196.35103,274,1265.065821
216.008198,227,1265.297498
246.329259,242,1266.754977
264.138609,255,1267.03314
7.968569,208,1267.261407
222.159795,298,1267.595542
247.491074,239,1267.860646
24.75403,190,1268.067891
201.321358,321,1268.416572
17.189879,180,1268.61518
207.258612,430,1272.187688
-2.514031,211,1272.420539
6.0704,190,1272.622681
229.284816,245,1272.877693
25.037756,176,1273.072634
221.2137,245,1273.35212
22.022936,215,1273.581414
225.365025,331,1273.956358
216.868779,272,1275.431368
246.780068,290,1275.749913
222.591684,394,1276.15339
236.713144,300,1276.457119
210.202115,249,1276.694525
245.843906,308,1277.000546
-22.043685,203,1277.230842
152.074986,1000,1279.220111
236.220509,567,1279.76968
224.472087,247,1280.006256
22.500228,136,1280.135146
16.991094,180,1280.321081
274.001803,358,1281.656351
207.203164,321,1281.973197
-17.520089,194,1282.152501
-24.203139,178,1282.319142
-14.050856,242,1282.542378
194.735879,367,1282.900283
225.592121,275,1283.166932
226.194617,265,1284.490316
221.023015,311,1284.802991
158.229125,420,1285.214566
274.578604,275,1285.523223
228.000714,420,1285.959928
239.904949,372,1286.346183
209.956562,286,1289.530974
199.927713,296,1289.864014
36.347633,190,1290.077932
121.30452,1000,1291.196927
235.216646,289,1291.527603
204.270266,288,1292.902124
13.888507,175,1293.085121
240.603597,235,1293.33828
150.474078,518,1293.879336
206.190339,274,1294.160418
213.200432,247,1294.432144
234.763958,225,1294.693925
2.866989,148,1294.859336
183.236011,423,1296.498697
237.578308,246,1296.778948
229.963541,697,1297.566451
229.433924,250,1297.830262
257.316962,268,1298.143625
-0.106612,246,1298.427984
-3.911548,237,1299.81133
229.546911,240,1300.06824
268.848383,268,1300.345717
196.095563,279,1300.664381
174.113665,467,1301.170628
259.499548,257,1301.46241
14.941975,193,1301.656674
235.8796,246,1302.945997
242.615889,247,1303.18751
243.629824,226,1303.412542
248.607154,230,1303.644117
228.7881,305,1303.969675
18.992827,197,1304.164736
218.147517,247,1304.422573
237.490447,250,1306.456604
232.387186,216,1306.731555
186.989459,386,1308.139714
179.586964,259,1308.422909
248.849922,295,1308.751065
229.524917,312,1309.069761
251.004756,247,1309.31978
237.376443,248,1309.605381
-8.461722,156,1309.763407
243.690623,250,1311.038583
257.670504,274,1311.337542
263.42514,251,1311.600478
-20.018705,166,1311.770767
210.032654,292,1312.063127
204.820836,273,1312.336771
239.85633,280,1312.654295
130.393994,1000,1314.639639
220.748954,411,1315.002424
227.150907,258,1315.224583
20.369572,168,1315.372405
132.61955,757,1317.072784
22.347171,152,1317.213966
254.534067,296,1317.516194
240.066255,257,1317.762962
25.295733,172,1317.934747
260.732076,248,1318.18615
252.62728,370,1318.553362
217.2873,408,1318.94857
222.534403,279,1320.555364
234.346755,278,1320.919639
3.538839,191,1321.156565
260.691683,257,1321.498144
-18.298923,175,1321.738908
188.501784,284,1323.987823
237.915775,242,1324.271451
227.655291,255,1324.548256
246.107172,240,1325.873281
235.146248,251,1326.11998
234.554475,237,1326.362684
212.72091,266,1326.632553
164.407591,402,1327.064271
201.164777,323,1327.449469
250.634372,264,1327.758701
248.410695,249,1329.07447
231.149134,226,1329.311102
1.136069,219,1329.56141
15.577382,202,1329.759096
27.004382,192,1329.960918
247.065516,263,1330.235924
220.899233,291,1330.583322
240.604828,723,1332.413988
228.987631,265,1332.680064
258.433414,262,1332.936086
182.267178,454,1333.386932
262.950953,231,1333.616334
201.653311,309,1333.918877
230.645477,355,1334.263174
248.853086,361,1335.57701
-14.640205,192,1335.739234
246.348186,260,1335.964628
267.460315,240,1336.168328
13.989194,224,1336.361436
239.573345,258,1336.578362
235.000125,242,1336.798744
252.043083,834,1338.46557
177.513522,351,1338.782744
254.752725,229,1339.006517
215.143965,277,1340.837405
227.687941,314,1341.149001
188.690709,262,1341.418125
211.621679,287,1342.745351
213.159678,288,1343.028685
214.480515,252,1343.270555
240.149842,248,1343.505117
196.72549,278,1343.785368
156.692657,430,1344.204955
269.711418,274,1344.476872
202.586399,303,1345.890905
14.374977,222,1346.109067
229.910604,268,1346.363916
224.22433,281,1346.621042
26.127513,149,1346.764265
250.997318,306,1347.060416
224.666736,248,1347.301687
261.73691,255,1347.55289
-3.942934,182,1348.968968
-22.854627,209,1349.155254
-3.557377,185,1349.325108
143.678058,1000,1350.217419
213.315866,695,1352.075237
9.210257,182,1352.251903
248.533592,265,1352.542739
235.541015,293,1352.845593
112.798341,1000,1353.919384
191.56811,328,1355.383313
265.658976,228,1355.620014
206.821605,260,1355.898894
18.064959,212,1356.117948
229.748885,332,1358.174255
217.953886,245,1358.455456
261.270999,262,1358.762287
259.066417,300,1359.083881
242.592612,312,1360.537114
227.413399,304,1360.855984
231.243424,297,1361.175725
239.298514,320,1361.510993
239.243004,261,1361.787809
241.445763,291,1362.101824
216.608543,264,1362.380898
13.443896,149,1363.642408
31.467169,161,1363.810355
261.587078,314,1364.147481
258.101148,248,1364.413321
228.799882,258,1364.686737
227.17563,265,1364.96519
259.642392,260,1365.245149
217.31508,275,1365.545279
230.424277,272,1366.946806
212.493982,270,1367.240332
247.054218,408,1367.680401
218.903939,525,1368.231986
234.191121,412,1368.660542
248.017172,413,1370.299226
256.83555,259,1370.543143
-12.959465,195,1370.725399
269.776007,234,1370.944014
219.560236,285,1371.198798
245.501385,297,1371.48824
234.533666,295,1371.777141
224.628595,291,1372.042202
214.868814,294,1373.299619
235.928891,252,1373.528594
227.773657,264,1375.11222
229.071212,248,1375.331196
-20.533692,158,1375.474456
217.000509,321,1375.756211
241.888394,280,1376.008544
236.471248,272,1376.260483
254.350389,240,1377.431129
234.510314,257,1377.655521
255.884388,262,1377.883669
230.473234,255,1378.109915
26.326867,144,1378.253366
245.729656,241,1378.510329
-2.069813,180,1378.703532
152.534627,1000,1380.688208
226.086217,288,1380.94902
258.39717,262,1381.181162
26.810516,165,1381.327543
247.817141,277,1381.578963
240.561157,705,1383.177312
122.332282,1000,1384.157801
130.331643,1000,1386.045058
228.288149,341,1386.347701
275.111474,289,1386.597136
190.971648,358,1386.913765
105.078705,1000,1387.922458
237.406015,235,1389.260796
143.526571,500,1391.353418
200.149026,489,1391.877064
242.911754,282,1392.177702
235.49249,283,1392.494444
220.931957,236,1392.762598
246.946254,314,1394.256486
10.212331,212,1394.486942
-1.002629,190,1394.683898
-5.855639,209,1394.871845
30.545551,197,1395.050652
-11.283079,170,1395.202316
265.405681,237,1395.422263
194.865829,282,1395.694041
230.837919,234,1395.902521
193.728892,373,1397.2181
191.583174,344,1397.52527
256.163817,299,1397.782362
244.655435,377,1398.12026
208.882689,256,1398.349571
214.546269,236,1398.555883
228.275076,418,1400.002948
112.386136,1000,1401.075689
226.117389,255,1401.347275
236.289842,268,1401.641834
223.165121,267,1401.941697
255.896348,272,1403.31368
252.193361,264,1403.576804
211.20571,314,1403.895074
222.601548,313,1404.21576
222.004668,265,1404.486579
254.642405,314,1404.842975
274.270308,229,1405.087433
216.65818,253,1406.374734
250.612404,327,1408.18855
259.526574,273,1408.436494
215.909197,300,1408.717477
220.703342,305,1408.999098
179.50778,371,1409.340046
213.336417,302,1409.614109
176.578631,373,1410.966854
216.822212,342,1411.282285
259.219991,252,1411.509077
258.446863,240,1411.724406
214.174444,576,1412.245164
193.857969,318,1413.663151
240.272265,273,1413.939481
234.993064,277,1414.250065
261.042742,278,1414.562332
-19.069114,210,1414.799184
242.720424,256,1415.08922
199.617784,273,1415.4017
200.442283,289,1415.709822
236.087878,253,1416.905947
241.661032,499,1417.366186
224.949768,290,1417.630471
200.817062,313,1417.916186
-12.913623,163,1418.06487
215.49531,267,1418.299093
236.775331,236,1418.511492
240.963402,280,1419.753378
235.556625,239,1419.999094
265.702482,269,1420.280535
242.200007,259,1420.54793
221.806955,264,1420.816794
237.005562,285,1421.104287
154.023235,1000,1424.925672
248.50424,252,1425.191155
227.563738,243,1425.446396
227.877224,285,1425.786722
16.856371,179,1426.00983
244.624384,247,1426.302858
221.600962,246,1426.543815
230.394504,274,1427.740346
238.272016,255,1427.957857
209.193816,264,1428.186292
251.793583,243,1428.405213
228.418556,239,1428.613533
237.006717,269,1428.841218
217.039013,287,1429.091988
120.262335,1000,1431.089126
212.731516,321,1431.418294
2.075733,148,1431.582818
207.562479,249,1431.860322
171.562713,346,1432.22041
207.38666,260,1432.50909
206.538182,387,1434.045399
216.109987,274,1434.329536
188.070061,273,1434.616853
4.333072,197,1434.821826
114.958758,1000,1435.884341
238.308603,288,1437.341085
213.418384,318,1437.706426
224.056679,296,1438.029787
184.851946,247,1438.28271
22.857245,182,1438.480266
249.447059,273,1438.779101
233.28227,279,1440.757755
236.72893,296,1442.201759
162.786275,319,1442.53792
250.52026,219,1442.786925
13.682379,172,1442.994359
151.733649,374,1443.385057
2.314422,218,1443.607911
19.102738,154,1443.778076
-18.522327,194,1443.984712
230.851641,218,1444.208404
254.128551,268,1445.652229
232.416419,279,1445.924561
3.597618,180,1446.097276
268.216524,267,1446.371608
-3.314076,202,1446.579906
228.750539,232,1446.826006
256.044963,282,1447.120309
264.476735,259,1447.379399
254.876564,266,1448.777708
190.034896,325,1449.150108
220.010852,252,1449.430837
119.565888,1000,1450.48565
24.917559,202,1450.705364
232.143552,283,1452.182497
234.480977,237,1452.43669
257.568509,236,1452.686489
21.138396,137,1452.827276
216.417323,295,1453.125304
181.603144,379,1453.534461
207.309639,322,1453.878112
268.797257,244,1454.147276
-3.985888,184,1455.483406
261.448601,265,1455.75369
-0.162162,214,1455.98078
-2.423289,202,1456.20052
219.352449,227,1456.453378
153.986369,467,1456.941811
-0.142534,176,1458.670423
173.550521,437,1459.136798
189.913592,581,1460.998019
28.667261,147,1461.157374
230.535359,259,1461.433038
198.448982,291,1461.740685
265.078884,276,1462.03571
207.171253,275,1462.32459
245.889389,255,1463.740769
246.193736,246,1464.002464
197.957434,271,1464.28963
-21.607765,192,1464.49584
229.587901,278,1464.786876
-23.225452,242,1465.03474
258.416522,232,1465.278917
218.251176,282,1465.571095
239.502741,239,1465.838931
216.653995,265,1467.264454
221.749424,266,1467.538431
4.186019,182,1467.731429
238.556878,257,1468.00052
225.619611,280,1468.305431
239.438177,267,1468.603699
252.373755,249,1468.857112
247.860925,552,1470.547267
228.739824,238,1470.80239
237.688282,254,1471.069064
215.370692,343,1471.464205
244.589542,282,1471.78484
-129.260321,645,1472.525532
227.908312,263,1473.999303
245.352811,259,1474.26735
226.199227,258,1474.563538
213.33463,259,1474.860775
204.221954,309,1476.733613
260.633266,240,1477.009899
197.484127,260,1477.307995
219.704867,771,1479.388309
93.820965,1000,1480.484227
3.272222,208,1480.709578
242.287454,265,1480.987098
174.987694,346,1482.411463
229.099961,251,1482.66805
227.512347,229,1482.901964
208.353071,251,1483.158943
-30.911889,174,1483.339983
216.687509,283,1483.657429
253.736252,775,1485.552811
207.029737,273,1485.8282
258.757561,279,1486.113589
218.635769,304,1486.425451
199.082189,282,1486.714778
210.877721,260,1486.974682
196.625158,261,1487.246883
18.129229,241,1488.679688
207.529448,269,1488.967149
245.93517,261,1489.229826
178.13579,392,1489.63541
-4.170835,178,1489.823586
270.227319,232,1490.063421
246.789825,243,1490.314106
225.807284,228,1490.552528
252.865327,258,1491.965518
-6.596417,197,1492.161885
204.722338,259,1492.425609
244.081986,229,1492.662969
11.041575,194,1492.859948
252.726528,248,1494.777691
202.995747,307,1495.098635
236.312196,271,1495.388311
222.803921,288,1496.821983
31.641663,180,1497.005588
217.938809,263,1497.270232
236.794461,722,1498.017233
178.613877,444,1498.470405
-17.290219,193,1498.670935
241.377738,241,1498.924741
241.744981,247,1500.299165
17.850433,203,1500.506521
248.469837,263,1500.779095
270.750999,295,1501.08337
220.725244,245,1501.334556
188.893609,874,1503.393142
206.316102,446,1503.867875
195.229696,381,1504.277104
242.585681,288,1504.569531
216.84659,307,1504.883627
252.611519,236,1505.12432
247.100487,264,1505.396347
-14.159397,162,1506.707567
197.9703,444,1507.17453
268.289877,233,1507.407197
223.937746,339,1507.749202
193.396205,340,1508.098424
203.410465,247,1508.355119
259.947965,222,1508.584583
275.138917,270,1509.984251
2.630725,199,1510.189636
-24.305971,184,1510.375374
258.366219,309,1512.286198
210.889709,321,1512.624085
227.345097,247,1512.884205
179.121715,432,1513.345578
225.86557,291,1514.810143
218.491984,261,1515.082858
246.04011,212,1515.302765
246.483672,406,1515.714157
270.864929,240,1515.95974
-1.09249,194,1516.16133
20.213548,195,1516.364597
222.124276,703,1518.224847
94.572178,1000,1519.262673
177.589106,320,1519.592456
271.855716,279,1519.879042
243.603476,228,1521.21653
137.37903,1000,1522.24761
263.926117,272,1522.524785
219.522068,245,1522.776618
217.85152,437,1523.239209
196.321708,294,1524.765157
40.970714,166,1524.934448
221.713104,252,1525.189192
1.715361,211,1525.409953
178.934089,304,1525.721646
4.11407,229,1525.963701
202.970663,279,1526.260011
223.450857,302,1526.576492
171.819458,378,1528.276084
227.259702,414,1530.349533
244.455592,256,1530.632549
19.481321,157,1530.797031
237.406084,321,1531.136802
177.161064,358,1531.524684
237.205436,245,1532.925895
3.7898,176,1533.101916
-206.669651,387,1533.50199
200.044625,381,1533.898047
245.902158,290,1534.200111
22.503603,176,1534.40204
241.118289,223,1534.631575
148.503659,417,1536.162551
10.714042,194,1536.363073
216.926593,238,1536.609997
112.970479,1000,1537.637524
130.525167,1000,1539.781456
32.236607,227,1540.014971
144.299002,437,1540.462856
240.735052,219,1540.687981
215.205651,246,1540.94003
235.890202,225,1541.175737
251.605262,262,1541.452856
22.426095,160,1542.709788
232.63373,443,1543.166404
221.715724,359,1543.535105
228.771675,343,1543.888978
238.860756,289,1544.188041
-11.674356,190,1544.383113
-13.798926,171,1544.572282
211.312355,675,1547.746388
186.515943,306,1548.0736
213.291234,341,1548.43146
-24.657302,187,1548.627439
212.189925,480,1549.135298
139.094994,409,1550.634132
259.431336,225,1550.871032
228.903222,304,1551.18462
215.320385,269,1551.467629
262.111262,270,1551.740796
228.367749,614,1552.376088
272.577288,274,1553.850797
221.311412,336,1554.204543
231.185084,355,1554.579905
212.185168,287,1554.912882
198.194055,356,1555.273277
202.896627,286,1555.568873
238.591078,339,1556.999665
4.284445,225,1557.230146
257.386225,274,1557.515754
226.341603,251,1557.769922
140.02864,419,1558.198255
-137.32435,361,1558.567338
219.663393,277,1558.864735
213.29803,226,1560.179992
218.622534,225,1560.406269
1.341159,201,1560.612927
-0.936497,223,1560.837093
203.849511,297,1561.141487
234.253129,256,1561.40097
213.584267,283,1561.686598
211.528827,293,1561.990769
240.818153,294,1563.407321
219.231716,631,1565.978929
262.884897,255,1566.260846
-27.559771,210,1566.497375
234.757538,256,1566.789444
231.647256,313,1567.13537
